593,2016-01-08,所有改革都在测试老百姓利益被损害的承受力，测试百姓的容忍底线，政府高层这种思维方式必将把国家推向深渊！
565,2016-01-04,从来不发言，今天看到这，不得不说你是条好狗！我们老百姓不认别的，谁能让我过上好日子我就认谁！至于你是的那些我无从考证。但是，既然存在有这么多问题，为什么急于求成，不用考虑老百姓的处境，现在的人也是有问题的！！！
551,2016-01-05,一句话概括：一切所作所为只为压榨老百姓！
546,2016-01-05,人不要脸，天下无敌
483,2016-02-18,国人最大的强项就是自己骗自己，一旦出现一个敢说实话的异类，就会被社会所不容，这就和皇帝的新装一样。
480,2016-01-07,人祸！人祸！没别的原因，都是预谋好了的！别找原因了，这是政府干的！！早就策划好的阴谋！
470,2016-01-08,是时候启动问责与赔付机制了！
459,2016-01-05,国外2.7人民币每升竟然包括了绝大部分的高速费呢，国内经济一塌糊涂
426,2016-01-07,肖钢，你他妈的给老子站出来。。。。
425,2016-01-04,元旦刚过打开电脑看到邮件就是社保上涨，哎，包子啊包子，下一步就是延迟退休到70岁了……
418,2016-01-05,封顶！！！到时候有一万个理由，无数个专家告诉你，封顶不科学，不利于你我。。。
416,2016-01-07,试问，最近十年来，欧美股市有几次跌幅超过百分之5的，08年以来有几次？而我们一年来有几次？什么原因？谁该担责？今天达到了极致。
403,2016-01-04,熔断引发了股民更加恐慌的心理，又一次千股跌停
403,2016-01-07,中国的领导根本就不懂经济。经济不是单纯的国内资源和劳动力输出到国外，经济是国内消费和国内生产的配合，配合靠的就是货币。货币本无价值，因为可以兑现商品才有的价值，出口只是实现他国货币的价值，内销才实现了本国货币的价值。所以发展本国经济就需要不断的投放货币，尽可能的分配到每个人手中，然后去消费，由货币的增量拉动生产，货币拉动的比率和生产增加的比例接近就不会通胀。股市作为融资渠道，总市值不断增加，才能“变出”货币来，看似是虚的，其实兑现了就可以去组织生产和消费。傻缺领导们竟然根本就不知道怎么管理股市，股市非理性暴涨的时候不管，听信所谓的泡沫言论，就打压股市，总市值不断缩水的股市，是变不出钱来的。要想在股市变钱出来，就需要稳固的市值，可所有这些都是在市值不断增加的基础上的。股票本身就是虚拟无价值的符号，只有有人购买才有价值，市值不增加没有分红，谁还会在股市投资，只会投机。新股发了就行了，股票增发了就行了，最后一地鸡毛，只有少数拿走了钱，大多数人亏，亏了就影响再投资和消费。
397,2016-01-07,一旦引发社会动荡，某刚将成为千古罪人。换有担当且有能力的领导上台，这才是当务之急！！！
389,2016-01-07,熔断和股指期货都必须果断取消！另外我一直想说的一点时，新股发行在中国不是放慢节奏的问题，而是根本就不能再发行了的问题。只有上市公司被摘牌腾出了位置才能安排新股上市。美国纽约证券交易所一直到现在也不过维持在两千多只股票的规模上，而纳斯达克虽然上新股，但不要忘了，那是全世界的资金去买卖支撑的。相形之下，中国的股市基本都靠国内资金，凭什么无何止地发新股？！简直没天理！
389,2016-01-07,要扒一扒当初极力鼓吹熔断的都是什么货色！证监会早已失去了独立判断和监管的能力，成了任由利益集团摆布的工具，成了做空中国的帮凶！应立即暂停股市，重组证监会！
386,2016-01-05,再公平的规则对于无信用的人都没有用，在该封顶的时候你们肯定又会改游戏规则的。
385,2016-01-08,一个规则只执行4个交易日，证会没人要承担责任吗？
385,2016-01-08,任何政策的出台都要首先考虑人民的利益，特别是普通群众的利益。否则只能引起普通群众的怨恨和不满，直接导致经济的崩溃。
381,2016-01-04,不忽悠你们屁民哪来的钱带老婆出国挥霍啊呵呵！
362,2016-01-08,肖刚下岗股指期货必须要停，一次次的相信证监会，一次次被骗的体无完肤！肖刚你要给全国股民一个交代，赔偿股民的经济损失！
357,2016-01-08,中国迟早被这帮专家搞垮
336,2016-01-04,有10%的跌停，还搞个大盘7%，有毛线意义？大盘7%还冷静个锤子
336,2016-01-07,要求国家赔偿我们损失！！！
331,2016-01-07,养老金凿光了！医疗保险凿光了！退休金凿光了！住房公积金凿光了！股市凿光了！孩子凿光了！只剩下领导的风光和人民的苟延残喘了！
329,2016-01-05,竟然好意思说公平两个字
328,2016-01-04,有了10%何必多此一举，有时间多商量些有用政策，让股市健康才是正事，整天用屁股思考问题，拿国家政策当儿戏。
321,2016-01-04,人家美国1988年实施熔断至今触发过一次，我们国家第一次实施就用上了，悲哀！
319,2016-01-05,现在美国油价是2.11人民币/每升。
307,2016-01-04,万岁万岁万万岁，回到200年前
306,2016-01-11,国家马上要乱呀！！这样腐败官员太恶心了！！
304,2016-01-08,一个没有任何能力的人为何会担任这么重要的职务，他开个玩笑，国家几万亿就不见了，国家经得起几个这样的玩笑？事出了，辞职回家哄老婆就行了？？？这工作真好玩！！！
304,2016-01-04,都已经跌无可跌等涨的时候就熔断了，现在休市也是跌停，说不定后面能涨一点呢，连反弹的机会都不给了，这熔断不科学啊
304,2016-01-04,我就不懂了为啥千股跌停这么容易，而千股涨停就跟便秘一样。
295,2016-01-08,没有钱给公务员加工资就到股市里来抢，两天七万亿。
294,2016-01-04,[哈哈][国旗]今天就是在伟大的“熔断机制”保护之下，结果市场平均跌幅依旧达－9%，接近全线跌停......所以“熔断机制”，基本上等于形同虚设、画蛇添足、多此一举！而唯一的作用，就是提前收盘，甚至如果早盘暴跌的话全天不用再开盘，省了无数看盘电费......熔断机制没带给市场任何好处，反而给市场带来无尽的烦恼！
293,2016-01-05,厚颜无耻厚颜无耻
